0	0	0
1.54	0	0
2.1168941538605046	1.4278631360328526	0.0
3.65689415386	1.42786313603	1.74862801916e-16
4.23378830772	2.85572627207	2.46519032882e-32
5.77378830772	2.85572627207	3.49725603833e-16
6.35068246158	4.2835894081	0.0
7.89068246158	4.2835894081	5.24588405749e-16
8.46757661544	5.71145254413	0.0
8.02173914605	6.51378296201	1.23656574893
8.59863329991	7.94164609804	1.23656574893
8.15279583052	8.74397651592	2.47313149786
8.72968998438	10.171839652	2.47313149786
8.28385251499	10.9741700698	1.23656574893
8.86074666885	12.4020332059	1.23656574893
10.4007466689	12.4020332059	1.23656574893
10.9776408227	11.6881016379	2.47313149786
12.5176408227	11.6881016379	2.47313149786
13.0945349766	10.9741700698	3.7096972468
14.6345349766	10.9741700698	3.7096972468
15.2114291304	10.2602385018	2.47313149786
14.765591661	8.78817594086	2.39657584822
13.233705366	8.65284128452	2.31528064671
12.5343705512	9.26725906743	3.54207386679
11.0024842561	9.13192441109	3.46077866529
10.3031494413	9.746342194	4.68757188537
8.77126314622	9.61100753766	4.60627668386
8.19487131094	10.316560552	3.36467795794
6.66298501588	10.1812258956	3.28338275643
6.0865931806	10.88677891	2.04178403051
4.55470688553	10.7514442536	1.960488829
3.85537207072	11.3658620365	3.18728204908
2.32348577565	11.2305273802	3.10598684758
1.62415096084	11.8449451631	4.33278006766
2.06240814237	11.1690521325	5.64529645005
1.36307332755	11.7834699154	6.87208967013
1.80133050908	11.1075768848	8.18460605252
3.31705351655	11.2391056153	8.42310963251
3.75531069808	10.5632125847	9.7356260149
5.27103370555	10.6947413153	9.97412959488
5.70929088708	10.0188482847	11.2866459773
7.22501389455	10.1503770152	11.5251495573
8.04531940817	9.50225769826	10.3943798126
9.56104241564	9.63378642877	10.6328833926
10.0058792177	11.1056133653	10.7191717957
11.5216022251	11.2371420958	10.9576753757
11.9664390272	12.7089690323	11.0439637788
11.2675115559	13.4563519224	12.1948413594
11.712348358	14.9281788589	12.2811297625
11.0134208868	15.675561749	13.4320073431
